 Ano; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Código da Área; Área de Avaliação; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nota Bruta - FG; Nota Padronizada - FG; Nota Bruta - CE; Nota Padronizada - CE; Conceito Enade (Contínuo); Concluintes participantes com nota no Enem; Proporção de concluintes participantes com nota no Enem; Nota Bruta - IDD; Nota Padronizada - IDD; Nota Bruta – Organização Didático-Pedagógica; Nota Padronizada - Organização Didático-Pedagógica; Nota Bruta – Infraestrutura e Instalações Físicas; Nota Padronizada - Infraestrutura e Instalações Físicas; Nota Bruta – Oportunidade de Ampliação da Formação; Nota Padronizada - Oportunidade de Ampliação da Formação; Nota Bruta - Mestres; Nota Padronizada - Mestres; Nota Bruta - Doutores; Nota Padronizada - Doutores; Nota Bruta – Regime de Trabalho; Nota Padronizada - Regime de Trabalho; CPC (Contínuo); CPC (Faixa)
2023;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;141;6;ODONTOLOGIA;Educação Presencial;5300108;Brasília;DF;47;47;64,58723404;4,473894089;59,8893617;3,68909243;3,885;44;0,936170213;0,637355524;2,65;5,371286958;2,651;4,896667163;2,45;4,828014184;3,147;0,989675516;4,887;0,907079646;4,535;1;5;3,526;4
2023;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;143;23;ENFERMAGEM;Educação Presencial;5300108;Brasília;DF;48;35;60,27714286;4,054191096;65,33428571;3,795235055;3,86;34;0,971428571;2,812939694;3,236;5,48346038;3,348;5,357758184;3,466;5,110144928;3,548;0,991586538;4,928;0,908653846;4,543;1;5;3,844;4
2023;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;144;28;NUTRIÇÃO;Educação Presencial;5300108;Brasília;DF;58;53;63,66415094;4,779143701;62,70377358;4,447156207;4,53;48;0,905660377;2,578320852;3,711;5,341562173;3,178;5,3683687;3,437;5,066666667;3,62;0,992784993;4,91;0,910533911;4,553;1;5;4,132;5
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;294;5710;ENGENHARIA CIVIL;Educação Presencial;2806701;São Cristóvão;SE;46;30;59,97;3,818295739;56,38;4,203614331;4,107;30;1;7,579621812;4,245;5,294916345;3,424;5,14968815;3,151;4,857207207;3,296;0,95631068;4,541;0,825242718;4,126;1;5;4,138;5
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;295;6008;ENGENHARIA QUÍMICA;Educação Presencial;2806701;São Cristóvão;SE;28;26;64,97692308;4,380737716;39,98846154;3,439959537;3,675;26;1;2,076442114;3,474;4,519264069;1,344;4,662414746;2,035;4,248148148;2,322;0,977272727;4,583;0,881818182;4,409;1;5;3,592;4
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;302;23;ENFERMAGEM;Educação Presencial;2800308;Aracaju;SE;74;72;61,55833333;4,212822333;70,70277778;4,366472772;4,328;70;0,972222222;3,503776134;3,408;5,278212655;2,692;4,737371076;1,983;4,580593607;2,684;0,94011976;4,487;0,868263473;4,341;1;5;3,789;4
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;303;12;MEDICINA;Educação Presencial;2800308;Aracaju;SE;49;49;71,73469388;3,787614843;73,02857143;4,160266861;4,067;49;1;0,907716797;2,605;4,888417705;2,003;4,881606489;2,596;4,393537415;2,328;0,924528302;4,468;0,773584906;3,81;1;5;3,345;4
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;304;6;ODONTOLOGIA;Educação Presencial;2800308;Aracaju;SE;36;30;62,80666667;4,256403742;58,72666667;3,530371791;3,712;29;0,966666667;-0,098517098;2,454;4,493145743;0;3,840384615;0,009;3,716111111;1,389;0,962962963;4,596;0,87962963;4,398;1;5;3,016;4
2023;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;319;17;AGRONOMIA;Educação Presencial;2806701;São Cristóvão;SE;35;30;58,14666667;4,297950036;63,80333333;4,214909149;4,236;29;0,966666667;2,84372507;3,338;5,302192431;2,87;5,180678998;3,146;4,723655914;2,78;0,970149254;4,463;0,880597015;4,36;1;5;3,821;4
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;383;5710;ENGENHARIA CIVIL;Educação Presencial;1302603;Manaus;AM;47;43;58,59069767;3,645450836;49,57674419;3,500608833;3,537;43;1;4,965995637;3,543;4,866742173;2,466;4,531482084;1,806;4,086821705;2,148;0,888888889;3,833;0,611111111;3,056;1;5;3,397;4
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;385;6405;ENGENHARIA FLORESTAL;Educação Presencial;1302603;Manaus;AM;33;33;61,63030303;4,831703915;39,02727273;1,923990331;2,651;33;1;0,131180661;2,591;5,308913468;2,942;4,827329236;2,279;4,625252525;2,53;1;5;0,734375;3,008;1;5;3,036;4
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;389;12;MEDICINA;Educação Presencial;1302603;Manaus;AM;122;120;68,89833333;3,255556809;61,1025;2,048984433;2,351;118;0,983333333;-3,501378883;1,157;4,396806472;0,678;3,820560587;0,316;4,114754098;1,864;0,703488372;2,911;0,401162791;1,854;1;5;1,86;2
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;390;19;FARMÁCIA;Educação Presencial;1302603;Manaus;AM;25;23;56,07391304;3,590609639;59,59130435;4,021597422;3,914;22;0,956521739;4,103872577;3,482;5,038894172;1,681;5,033723523;2,649;4,528985507;2,657;0,938461538;4,248;0,753846154;3,769;1;5;3,585;4
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;391;6;ODONTOLOGIA;Educação Presencial;1302603;Manaus;AM;27;24;65,13333333;4,540598291;61,7625;3,944796375;4,094;22;0,916666667;4,075752967;3,565;5,376142376;2,67;4,585858586;1,732;4,197530864;2,15;0,948717949;4,441;0,846153846;4,231;1;5;3,75;4
2023;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;399;17;AGRONOMIA;Educação Presencial;1302603;Manaus;AM;44;43;52,96744186;3,50652851;55,85348837;3,174105833;3,257;42;0,976744186;1,994870727;3,082;5,543162141;3,605;5,380030197;3,597;5,462878788;4,066;0,986111111;4,75;0,805555556;3,958;1;5;3,607;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;484;12;MEDICINA;Educação Presencial;2211001;Teresina;PI;45;43;71,7627907;3,792885379;72,46046512;4,059694524;3,993;42;0,976744186;-0,778196106;2,051;4,738014698;1,598;4,725283244;2,26;4,327906977;2,219;0,82208589;3,747;0,54601227;2,615;1;5;2,853;3
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;485;6;ODONTOLOGIA;Educação Presencial;2211001;Teresina;PI;28;26;66,84230769;4,749343791;69,49230769;5;4,937;26;1;8,434844315;4,725;5,377837075;2,676;4,882692308;2,418;4,570512821;2,74;0,965517241;4,624;0,724137931;3,621;1;5;4,296;5
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;486;23;ENFERMAGEM;Educação Presencial;2211001;Teresina;PI;54;52;60,41153846;4,070831354;68,38269231;4,119602643;4,107;51;0,980769231;1,800232721;2,983;5,404337493;3,095;5,179007267;3,038;4,716666667;2,906;0,963855422;4,69;0,807228916;4,036;1;5;3,654;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;488;28;NUTRIÇÃO;Educação Presencial;2211001;Teresina;PI;26;18;63,6;4,770189432;60,26666667;4,111993411;4,277;18;1;2,074204917;3,493;5,178058783;2,726;4,912618084;2,31;4,605263158;2,938;0,95;4,375;0,7125;3,563;1;5;3,709;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;504;5;MEDICINA VETERINÁRIA;Educação Presencial;2211001;Teresina;PI;55;52;55,51153846;3,379525105;48,80769231;2,53236022;2,744;50;0,961538462;-2,820200458;1,421;4,653354978;1,53;4,693705547;2,242;4,299038462;2,385;0,966292135;4,494;0,808988764;3,939;1;5;2,636;3
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;508;17;AGRONOMIA;Educação Presencial;2211001;Teresina;PI;83;60;52,49333333;3,434081434;58,24333333;3,486987225;3,474;58;0,966666667;1,543408021;2,946;4,966354149;1,844;4,870220575;2,443;4,466169154;2,332;1;5;0,845238095;4,171;1;5;3,42;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;512;5710;ENGENHARIA CIVIL;Educação Presencial;2211001;Teresina;PI;46;38;61,37368421;3,994196016;58,76578947;4,45014675;4,336;38;1;4,073632235;3,303;4,35086172;1,313;4,683521607;2,137;3,807264957;1,731;0,987654321;4,87;0,62962963;3,148;1;5;3,484;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;516;19;FARMÁCIA;Educação Presencial;2211001;Teresina;PI;38;36;57,51388889;3,787340055;61,475;4,246770095;4,132;34;0,944444444;4,643307403;3,628;4,973316498;1,455;4,522831335;1,406;4,141428571;2,039;1;5;0,780487805;3,902;1;5;3,662;4
2023;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;517;21;ARQUITETURA E URBANISMO;Educação Presencial;2211001;Teresina;PI;74;48;68,06041667;4,352764075;70,85625;4,39798523;4,387;47;0,979166667;2,456062728;3,724;4,777018303;1,646;4,431758764;1,677;3,494444444;1,599;0,962264151;4,575;0,547169811;2,736;1;5;3,557;4
2023;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;586;5710;ENGENHARIA CIVIL;Educação Presencial;3146107;Ouro Preto;MG;32;28;62,20357143;4,098191908;53,51428571;3,907489511;3,955;27;0,964285714;5,597775477;3,712;4,968068999;2,693;5,178528461;3,214;4,988888889;3,493;1;5;0,874251497;4,371;1;5;3,946;5
2023;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;590;19;FARMÁCIA;Educação Presencial;3146107;Ouro Preto;MG;75;71;60,15211268;4,147775866;58,75492958;3,921619094;3,978;70;0,985915493;3,109812695;3,212;5,444211867;3,081;5,293224553;3,28;5,220888889;3,759;1;5;0,984126984;4,921;1;5;3,897;4
2023;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;591;28;NUTRIÇÃO;Educação Presencial;3146107;Ouro Preto;MG;35;34;59,60294118;4,21227494;60,88235294;4,196665582;4,201;33;0,970588235;2,550591585;3,699;5,558250573;3,778;5,452471548;3,645;5,325757576;4,003;1;5;0,962264151;4,811;1;5;4,172;5
2023;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;615;5710;ENGENHARIA CIVIL;Educação Presencial;3548906;São Carlos;SP;89;76;64,47368421;4,382667194;59,45526316;4,521392607;4,487;75;0,986842105;4,96189172;3,542;4,760349592;2,228;4,792171717;2,373;4,579487179;2,882;1;5;0,982905983;4,915;1;5;3,982;5
2023;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;619;6008;ENGENHARIA QUÍMICA;Educação Presencial;3548906;São Carlos;SP;124;110;65,82181818;4,504898468;41,46;3,647944448;3,862;110;1;0,725327739;2,69;4,6527705;1,673;4,780725269;2,297;4,785818713;3,144;1;5;0,965986395;4,83;1;5;3,507;4
2023;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;626;23;ENFERMAGEM;Educação Presencial;3548906;São Carlos;SP;10;9;60,38888889;4,068026986;65,06666667;3,766758885;3,842;9;1;-0,727481065;2,351;5,303030303;2,771;4,849261849;2,251;4,548148148;2,631;1;5;0,986111111;4,931;1;5;3,467;4
2023;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;627;36;FISIOTERAPIA;Educação Presencial;3548906;São Carlos;SP;33;32;61,721875;4,287701386;72,90625;4,410361258;4,38;32;1;1,513786377;2,931;5,595500459;3,745;5,270979021;3,362;5,111111111;3,762;1;5;0,984615385;4,923;1;5;3,933;4
2023;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;632;17;AGRONOMIA;Educação Presencial;3503307;Araras;SP;36;34;55,69411765;3,92318351;60,64411765;3,801300811;3,832;34;1;-1,110983412;2,145;5,09030303;2,223;5,114005994;2,995;4,983333333;3,232;1;5;0,959183673;4,781;1;5;3,382;4
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;685;17;AGRONOMIA;Educação Presencial;3171303;Viçosa;MG;295;267;60,88426966;4,716274789;68,22696629;4,794056525;4,775;265;0,992509363;4,662051317;3,886;5,198593362;2,553;5,390695889;3,621;5,095745921;3,427;1;5;0,961111111;4,792;1;5;4,242;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;689;5710;ENGENHARIA CIVIL;Educação Presencial;3171303;Viçosa;MG;47;41;59,05609756;3,703771624;63,53170732;4,942626606;4,633;39;0,951219512;8,544181644;4,504;4,916991342;2,579;5,236803348;3,34;4,954545455;3,442;0,981818182;4,809;0,872727273;4,364;1;5;4,34;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;691;6002;ENGENHARIA DE ALIMENTOS;Educação Presencial;3171303;Viçosa;MG;60;58;61,59137931;4,335240675;54,82413793;4,369074829;4,361;58;1;4,597568815;5;5,092893218;1,825;5,053381896;2,702;5,037222222;2,86;1;5;0,970588235;4,749;1;5;4,428;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;692;6405;ENGENHARIA FLORESTAL;Educação Presencial;3171303;Viçosa;MG;42;41;61,20243902;4,762977473;52,58292683;3,715672182;3,977;39;0,951219512;0,27854215;2,653;5,548185941;3,679;5,65458153;4,264;5,384126984;4,06;1;5;0,989690722;4,923;1;5;3,803;4
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;695;5;MEDICINA VETERINÁRIA;Educação Presencial;3171303;Viçosa;MG;69;65;63,64615385;4,460846098;65,11230769;4,792588754;4,71;65;1;5,149365231;4,019;5,009450999;2,448;4,879877369;2,635;4,426570048;2,581;0,984126984;4,762;0,984126984;4,912;1;5;4,197;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;698;28;NUTRIÇÃO;Educação Presencial;3171303;Viçosa;MG;61;60;65,195;4,992821535;65,73833333;4,864483621;4,897;60;1;3,511219475;4,116;5,281450517;3,012;5,297594482;3,262;4,656944444;3,015;1;5;0,964285714;4,821;1;5;4,358;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;701;51;ZOOTECNIA;Educação Presencial;3171303;Viçosa;MG;52;46;57,52173913;4,613272311;66,12173913;4,535724356;4,555;46;1;3,028213297;3,644;5,308808199;2,473;5,528257457;3,553;4,906802721;2,507;1;5;0,968085106;4,783;1;5;4,08;5
2023;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;704;21;ARQUITETURA E URBANISMO;Educação Presencial;3171303;Viçosa;MG;42;38;68,91578947;4,463048141;70,91578947;4,405421762;4,42;38;1;1,807865655;3,442;5,035212755;2,354;4,940914776;2,756;4,556910569;3,041;1;5;0,806451613;4,032;1;5;3,834;4
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;750;21;ARQUITETURA E URBANISMO;Educação Presencial;4113700;Londrina;PR;67;60;63,49833333;3,764570137;68,21666667;4,068298969;3,992;60;1;2,603923953;3,788;4,816510599;1,754;4,426151963;1,665;4,723989899;3,268;1;5;0,705882353;3,529;1;5;3,7;4
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;751;17;AGRONOMIA;Educação Presencial;4113700;Londrina;PR;73;71;56,22676056;4,004575048;64,55633803;4,313493434;4,236;70;0,985915493;1,930741524;3,062;5,221401886;2,623;4,940586582;2,603;5,144748858;3,513;1;5;0,924050633;4,593;1;5;3,773;4
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;758;12;MEDICINA;Educação Presencial;4113700;Londrina;PR;79;79;70,88734177;3,628664495;66,94936709;3,084060218;3,22;78;0,987341772;-1,751739187;1,731;5,160285621;2,736;4,701496225;2,209;4,27991453;2,139;0,859778598;4,012;0,616236162;2,984;1;5;2,742;3
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;759;36;FISIOTERAPIA;Educação Presencial;4113700;Londrina;PR;53;53;60,92264151;4,179899192;73,04150943;4,425873508;4,364;52;0,981132075;4,641429767;3,805;5,305758393;2,846;4,975359546;2,698;4,674528302;3,154;1;5;0,779661017;3,898;1;5;3,966;5
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;760;6;ODONTOLOGIA;Educação Presencial;4113700;Londrina;PR;64;63;58,44920635;3,724154544;58,42063492;3,488595097;3,547;61;0,968253968;1,886090421;2,982;5,319470373;2,458;4,990645032;2,667;4,277864583;2,277;1;5;0,965517241;4,828;1;5;3,602;4
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;761;19;FARMÁCIA;Educação Presencial;4113700;Londrina;PR;57;56;60,4125;4,183350148;59,50714286;4,01153695;4,054;56;1;2,284740343;2,989;5,070533477;1,79;4,462589494;1,259;4,34702381;2,367;1;5;0,876923077;4,385;1;5;3,521;4
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;763;23;ENFERMAGEM;Educação Presencial;4113700;Londrina;PR;51;51;63,80588235;4,491103735;68,57254902;4,139804464;4,228;49;0,960784314;6,903989114;4,258;5,59506833;3,705;5,071758307;2,782;4,767647059;2,989;1;5;0,870689655;4,353;1;5;4,231;5
2023;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;777;5;MEDICINA VETERINÁRIA;Educação Presencial;4113700;Londrina;PR;86;76;59,78684211;3,94783416;62,23552632;4,393794719;4,282;76;1;4,336985413;3,754;4,521687884;1,191;4,079623155;0,945;4,876458333;3,273;1;5;0,917647059;4,542;1;5;3,82;4
2023;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Comunitária/Confessional;863;5710;ENGENHARIA CIVIL;Educação Presencial;4106902;Curitiba;PR;91;82;55,01341463;3,197169754;50,16097561;3,560979619;3,47;74;0,902439024;4,927238389;3,532;5,552541839;4;5,713608231;4,377;5,496360153;4,249;1;5;0,613207547;3,066;0,990566038;4,937;3,76;4
2023;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Comunitária/Confessional;864;21;ARQUITETURA E URBANISMO;Educação Presencial;4106902;Curitiba;PR;114;101;60,09207921;3,325398407;64,24356436;3,572055025;3,51;82;0,811881188;1,871974596;3,47;5,93411176;4,819;5,969242531;4,935;5,979816514;4,973;1;5;0,690721649;3,454;1;5;3,917;4
2023;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Comunitária/Confessional;867;23;ENFERMAGEM;Educação Presencial;4106902;Curitiba;PR;37;36;53,25833333;3,185153696;60,90833333;3,324288856;3,29;32;0,888888889;2,331320193;3,115;5,917690418;4,737;5,933471933;4,841;5,792792793;4,662;1;5;0,722222222;3,611;0,966666667;4,778;3,737;4
